Exercise,Short YouTube Demonstration,In-Depth YouTube Explanation,Difficulty Level,Target Muscle Group ,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment ,# Primary Items,Secondary Equipment,# Secondary Items,Posture,Single or Double Arm,Continuous or Alternating Arms ,Grip,Load Position (Ending),Continuous or Alternating Legs ,Foot Elevation,Combination Exercises,Movement Pattern #1,Movement Pattern #2,Movement Pattern #3,Plane Of Motion #1,Plane Of Motion #2,Plane Of Motion #3,Body Region,Force Type,Mechanics,Laterality,Primary Exercise Classification
Alternating Double Clubbell Shield Cast,https://youtu.be/L1pxDgvsT9s?si=ajAmx9ThwNQY_hj2,https://youtu.be/Iv2zqpFZieg?si=IodKi39vzBzQ2zQ3,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,2,None,0,Standing,Double Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics
Double Clubbell Side Shoulder Cast,,https://youtu.be/cYKB43q_eok?si=6RbJxeIM3Ep5ZCpY,Intermediate,Shoulders,Posterior Deltoids,,,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*
Macebell Isometric Split Squat Low to High Chop,,,Advanced,Abdominals,Obliques,Rectus Abdominis,,Macebell,1,None,0,Isometric Split Squat,Double Arm,Continuous,Mixed Grip,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Unilateral,Balance
Double Clubbell Side Shoulder Cast to Side Flag Press,,https://youtu.be/7gN3HVEX32Y?si=uhbq8EnPTL1lhAMh,Intermediate,Shoulders,Posterior Deltoids,,,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Combo Exercise,Shoulder Abduction,,,Frontal Plane,,,Upper Body,Push & Pull,Compound,Bilateral,Unsorted*
Clubbell Mill,https://youtu.be/uIqkGCpjsx8?si=_GzAaZAVU4-bAgla,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics
Clubbell Half Kneeling Shield Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Half Kneeling,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics
Double Clubbell Iron Cross,https://youtu.be/ekVV4qI2q9A?si=E3yTJpSwWDur0p82,https://youtu.be/RwinMV55N5I?si=ZJLkwa3eVFYaxRCq,Intermediate,Shoulders,Posterior Deltoids,,,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*
Double Clubbell Half Kneeling Iron Cross,,,Intermediate,Shoulders,Posterior Deltoids,,,Clubbell,2,None,0,Half Kneeling,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*
Clubbell Gamma Cast,,https://youtu.be/5g0iOf5NxXs?si=UG7cC9vvYQB0L2oU,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Upper Body,Pull,Compound,Bilateral,Unsorted*
Clubbell Half Kneeling Gamma Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Half Kneeling,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Unsorted*
Double Clubbell Side Flag Press,https://youtu.be/_bnWJymK0tU?si=vYh91PF76xgOyPll,https://youtu.be/6p7mbHsX9rA?si=ePxWd06sMmnFRNLu,Intermediate,Shoulders,Lateral Deltoids,,,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Shoulder Abduction,,,Frontal Plane,,,Upper Body,Push,Compound,Bilateral,Unsorted*
Single Arm Kettlebell Suitcase Foot Elevated Contralateral Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Soleus,Kettlebell,1,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Neutral,Suitcase,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,Anti-Lateral Flexion,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Single Arm Kettlebell Suitcase Contralateral Knee Over Toe Split Squat,https://youtu.be/eGYP6B7LKtY?si=OkQLiBCrooH2qA67,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Soleus,Kettlebell,1,None,0,Knee Over Toe Split Squat,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Knee Dominant,Anti-Lateral Flexion,,Sagittal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Double Indian Club Inner Heart Shaped Swing,https://youtu.be/If9fXNTF4wI?si=Lk9xqqbULe2D5Xbs,https://youtu.be/W_o86GY2RYU?si=townxxYdN6ZgymIV,Intermediate,Shoulders,Posterior Deltoids,,,Indian Club,2,None,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Upper Body,Unsorted*,,Bilateral,Mobility
Alternating Double Indian Club Inner Heart Shaped Swing,https://youtu.be/M_uslqzI28g?si=0zmBqTp2C8IMe5gJ,https://youtu.be/B_HPnZEW5no?si=HpyhdneEbF3xO6jT,Intermediate,Shoulders,Posterior Deltoids,,,Indian Club,2,None,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Upper Body,Unsorted*,,Unilateral,Mobility
Alternating Double Clubbell Side Flag Press,,,Intermediate,Shoulders,Lateral Deltoids,,,Clubbell,2,None,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Shoulder Abduction,,,Frontal Plane,,,Upper Body,Push,Compound,Unilateral,Unsorted*
Single Arm Clubbell Side Flag Press,https://youtu.be/uuLZZUozsdM?si=IcPMq75KQuzVIQM5,,Intermediate,Shoulders,Lateral Deltoids,,,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Shoulder Abduction,,,Frontal Plane,,,Upper Body,Push,Compound,Unilateral,Unsorted*
Single Arm Clubbell Inside Circle,https://youtu.be/n8S_z0p25jA?si=fak8MwjeEUMtDoZ2,https://youtu.be/0ZzoCasyoAM?si=2Sqz_R6WjuI_UyAD,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Unilateral,Ballistics
Alternating Double Clubbell Inside Circle,,https://youtu.be/5NkPS-jUzs4?si=mwhdAG5MmUqgjIDS,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Clubbell,2,None,0,Standing,Double Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Unilateral,Ballistics
Single Arm Clubbell Side Shoulder Cast,,,Intermediate,Shoulders,Posterior Deltoids,,,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Upper Body,Pull,Compound,Unilateral,Unsorted*
Barbell Reverse Grip Bicep Curl,https://youtu.be/TUX58GM5fRQ?si=D4ei3VOcTd3GzGQn,https://youtu.be/SQOsKWSHTMo?si=3SN_Hd0DI4UJoG65,Novice,Forearms,Brachioradialis,Biceps Brachii,Brachialis,Barbell,1,None,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding
Single Arm Clubbell Reverse Mill,https://youtu.be/sdICKS1Hsl8?si=TQcKHRoyYYB_DXgZ,https://youtu.be/B8YWWwRB8fo?si=le4jfzg8-aRIxeLH,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics
Clubbell Clean to Barbarian Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Combo Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Push & Pull,,Bilateral,Unsorted*
Clubbell Tall Kneeling Gamma Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Tall Kneeling,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Upper Body,Pull,Compound,Bilateral,Unsorted*
Clubbell Inside Circle,,https://youtu.be/Exuf3a7RhYs?si=wY_qsUZI87eKFyhX,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Bilateral,Ballistics
Clubbell Tall Kneeling Shield Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Tall Kneeling,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Upper Body,Pull,Compound,Bilateral,Ballistics
Clubbell Isometric Split Squat Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,Rectus Abdominis,Clubbell,1,None,0,Isometric Split Squat,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,Isometric Hold,,Transverse Plane,,,Full Body,Pull,Compound,Unilateral,Balance
Clubbell Single Leg Standing Bent Knee Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Pull,Compound,Bilateral,Balance
Single Arm Clubbell Tall Kneeling Shield Cast,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Tall Kneeling,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Upper Body,Pull,Compound,Bilateral,Ballistics
Single Arm Clubbell Mill,https://youtu.be/JL7-80LGmmU?si=wgcrQiv7L3ETryrv,https://youtu.be/xRF2mbZzSdo?si=rxxBNrIyL2Vhwv7M,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics
Double Clubbell Isometric Split Squat Iron Cross,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,,Clubbell,2,None,0,Isometric Split Squat,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Full Body,Pull,Compound,Unilateral,Balance
Double Clubbell Single Leg Standing Bent Knee Iron Cross,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,,Clubbell,2,None,0,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Full Body,Pull,Compound,Bilateral,Unsorted*
Double Kettlebell Suitcase Deadlift,https://youtu.be/aXwilZfmDyo,https://youtu.be/4PSOSrDcGfc?si=v47fMYchEqkzm40V,Beginner,Back,Latissimus Dorsi,Gluteus Maximus,Biceps Femoris,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Pull,Compound,Bilateral,Bodybuilding
Double Kettlebell Bottoms Up Clean,https://youtu.be/iPSx3HFBDJQ?si=yE7krt1ftsmuaend,,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Double Clubbell Mill,https://youtu.be/vwRppLKenzw?si=lWbUFOXUJgHzwIVl,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics
Alternating Single Arm Clubbell Mill,https://youtu.be/p8aWK-U6uVQ?si=uIoHZ9IRigICcYkI,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,None,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics
Clubbell Isometric Split Squat Gamma Cast,,,Advanced,Shoulders,Posterior Deltoids,Quadriceps Femoris,Rectus Abdominis,Clubbell,1,None,0,Isometric Split Squat,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,Isometric Hold,,Transverse Plane,,,Full Body,Pull,Compound,Unilateral,Balance
Clubbell Single Leg Standing Bent Knee Gamma Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Pull,Compound,Bilateral,Unsorted*
Macebell Alternating 360 to Ballistic Curl,https://youtu.be/dAeNDa33dCg?si=DOdJKyHWeDTnUFjC,,Intermediate,Shoulders,Posterior Deltoids,Biceps Brachii,Rectus Abdominis,Macebell,1,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Bilateral,Ballistics
Bar Chin Up,https://youtu.be/8mryJ3w2S78?si=feHRqrceUl_6Xatw,,Intermediate,Biceps,Biceps Brachii,Latissimus Dorsi,,Pull Up Bar,1,None,0,Hanging,Double Arm,Continuous,Supinated,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics
Bar Pull Up,https://youtu.be/HRV5YKKaeVw?si=2FwPXMnKZC4QXyAO,https://youtu.be/sIvJTfGxdFo?si=EayZv3-AEz3Y3pBa,Intermediate,Back,Latissimus Dorsi,Biceps Brachii,,Pull Up Bar,1,None,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics
Single Arm Clubbell Side Swing,,,Intermediate,Abdominals,Obliques,Gluteus Maximus,,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Bilateral,Ballistics
Single Arm Clubbell Inside Pendulum,https://youtu.be/9JrqgpJfxFs?si=ltubZdnwDPFzi-8r,https://youtu.be/4LqqrNosRiI?si=qH109kha9__Hvhfb,Intermediate,Abdominals,Obliques,Gluteus Maximus,,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Unilateral,Ballistics
Double Clubbell Swipe,https://youtu.be/IABFtVxvqdo?si=Krk5vT1xDU9YcRb2,https://youtu.be/Ec7n3S5G3Ko?si=Xbf10Qg6yfyLzV5w,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Latissimus Dorsi,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Single Arm Clubbell Swipe,https://youtu.be/EZNev-kvl6A?si=GsKx6-ERsaOYXjDd,https://youtu.be/4nt-vtNLLo4?si=0zCcsMCYUIoZtp5b,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Latissimus Dorsi,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Single Arm Clubbell Cross Body Swipe,,https://youtu.be/ASZw05sMCxw?si=FN1QEpEENaC46NuX,Intermediate,Abdominals,Obliques,Gluteus Maximus,Latissimus Dorsi,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,Hip Hinge,,Transverse Plane,Sagittal Plane,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Bar Scapular Pull Up,https://youtu.be/pE8PJsWEV7k?si=sXWG_h39gmTbgsNw,,Intermediate,Back,Latissimus Dorsi,Rhomboids,,Pull Up Bar,1,None,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics
Single Arm Clubbell Inside Circle to Shield Cast,,https://youtu.be/nz_28BY272M?si=nVEPcDEL6vGdESAz,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Gluteus Maximus,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Full Body,Pull,Compound,Unilateral,Ballistics
Clubbell Barbarian Squat,https://youtu.be/SnRUNmL46So?si=LiGATOKJlrhb676E,https://youtu.be/JQ1UxkSqROQ?si=qs0lvcB3j2EsoQOa,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Bilateral,Unsorted*
Single Arm Clubbell Inside Circle to Outside Circle,,https://youtu.be/V1noG21BO8Q?si=wQHrkhWFJHF0ak8e,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Unilateral,Ballistics
Clubbell Inside Circle to Outside Circle,,,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Brachioradialis,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Bilateral,Ballistics
Double Clubbell Barbarian Squat,,https://youtu.be/rkB05p8JKDc?si=pJNkF5RP4J1kn_LL,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Bilateral,Unsorted*
Single Arm Clubbell Side to Side Swing,,https://youtu.be/OmY95XgEy00?si=3-4hWbjWMn1lM8Fz,Intermediate,Abdominals,Obliques,Gluteus Maximus,,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Unilateral,Ballistics
Alternating Single Arm Clubbell Side to Side Swing,,https://youtu.be/OIS3xeBhwp0?si=XQoMSwCpgaBf7wdw,Advanced,Abdominals,Obliques,Gluteus Maximus,,Clubbell,1,None,0,Standing,Single Arm,Alternating,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Unilateral,Ballistics
Clubbell Alternating Inside Pendulum to Gamma Cast,,,Advanced,Shoulders,Posterior Deltoids,Obliques,Rectus Abdominis,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Full Body,Pull,Compound,Bilateral,Ballistics
Single Arm Clubbell Single Leg Standing Bent Knee Contralateral Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,None,0,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Full Body,Pull,Compound,Contralateral,Balance
Bar Skin the Cat,https://youtu.be/mqZDdpFh1gA?si=5Sz7M4RZJh4kpYFa,https://youtu.be/0g6tVBdfsUw?si=Xww93bTXbMAcyLUz,Intermediate,Back,Latissimus Dorsi,Rectus Abdominis,Teres Major,Pull Up Bar,1,None,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics
Single Arm Kettlebell Bottoms Up Tall Kneeling Overhead Press,https://youtu.be/fyC2FBk2vho?si=9A4Unc4H-ndiHFMC,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,1,None,0,Tall Kneeling,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Clubbell Inside Circle to Front Flag Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Obliques,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Unsorted*,,,Transverse Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*
Double Clubbell Order Bulgarian Split Squat,,https://youtu.be/aHIntdF9TlI?si=PlDrrrvPa1NahU-k,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,2,Bench (Flat),1,Single Leg Supported,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Barbell Hang Squat Clean,https://youtu.be/DaKC_BEN5bk?si=-Q3RkXcSiRxscR4n,https://youtu.be/YZUdVyVV3uI?si=gWL2sofp3-9XG4uU,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1,None,0,Standing,Double Arm,Continuous,Pronated,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Olympic Weightlifting 
Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,https://youtu.be/178a2eYjaow?si=5BIFyTIH_gQo8ef1,,Intermediate,Abdominals,Rectus Abdominis,Obliques,,Kettlebell,1,Bench (Flat),1,Prone,Single Arm,Alternating,Pronated,Other,Continuous,Feet Elevated,Single Exercise,Anti-Extension,Anti-Rotational ,,Sagittal Plane,Frontal Plane,,Core,Unsorted*,Compound,Unilateral,Unsorted*
Miniband Supine Alternating Hip Flexion,https://youtu.be/hcB3BdFBk9o?si=NCYoHHaTofHXzx2y,,Beginner,Hip Flexors,Iliopsoas,Rectus Femoris,,Miniband,1,None,0,Supine,No Arms,Continuous,No Grip,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,,,Sagittal Plane,,,Lower Body,Unsorted*,Compound,Unilateral,Unsorted*
Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,https://youtu.be/zlosFkTwleE?si=kPNf5P_AJZd7Sqrn,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,None,0,Tall Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
